player,game,home_team,away_team,line,over_bookmaker,over_odds,over_decimal_odds,over_implied_prob,over_fair_odds,over_fair_prob,over_ev,under_bookmaker,under_odds,under_decimal_odds,under_implied_prob,under_fair_odds,under_fair_prob,under_ev,bookmakers_over,bookmakers_under,total_bookmakers
Tim Hardaway Jr,Pistons @ Warriors,Warriors,Pistons,1.5,hardrockbet,250.0,3.5,0.2857,100.0,0.5,75.0,fanatics,-110.0,1.9091,0.5238,100.0,0.5,-4.55,10,7,10
Tobias Harris,Pistons @ Warriors,Warriors,Pistons,1.5,hardrockbet,185.0,2.85,0.3509,100.0,0.5,42.5,draftkings,124.0,2.24,0.4464,100.0,0.5,12.0,10,8,10
Al Horford,Lakers @ Celtics,Celtics,Lakers,1.5,hardrockbet,165.0,2.65,0.3774,160.0,0.3846,1.92,bet365,140.0,2.4,0.4167,-160.0,0.6154,47.7,9,7,9
Cam Thomas,Nets @ Hornets,Hornets,Nets,3.5,prophetexchange,-105.0,1.9524,0.5122,102.0,0.495,-3.36,fanduel,102.0,2.02,0.495,-102.0,0.5049,1.99,9,8,9
Clint Capela,Pacers @ Hawks,Hawks,Pacers,0.5,hardrockbet,-110.0,1.9091,0.5238,100.0,0.5,-4.55,draftkings,165.0,2.65,0.3774,100.0,0.5,32.5,9,9,9
Goga Bitadze,Magic @ Bucks,Bucks,Magic,1.5,hardrockbet,300.0,4.0,0.25,120.0,0.4545,81.8,prizepicks,-118.0,1.8475,0.5413,-120.0,0.5455,0.78,9,6,9
Jalen Smith,Bulls @ Heat,Heat,Bulls,1.5,hardrockbet,425.0,5.25,0.1905,100.0,0.5,162.5,draftkings,-175.0,1.5714,0.6364,100.0,0.5,-21.43,9,8,9
Kyshawn George,Wizards @ Raptors,Raptors,Wizards,2.5,hardrockbet,115.0,2.15,0.4651,-114.0,0.5327,14.53,bet365,115.0,2.15,0.4651,114.0,0.4673,0.47,9,9,9
Tyrese Haliburton,Pacers @ Hawks,Hawks,Pacers,10.5,bovada,110.0,2.1,0.4762,100.0,0.5,5.0,fanduel,100.0,2.0,0.5,100.0,0.5,0.0,9,8,9
Aaron Nesmith,Pacers @ Hawks,Hawks,Pacers,1.5,hardrockbet,-115.0,1.8696,0.5349,-143.0,0.5885,10.03,bet365,140.0,2.4,0.4167,143.0,0.4115,-1.24,8,8,8
Kentavious Caldwellpope,Magic @ Bucks,Bucks,Magic,1.5,hardrockbet,450.0,5.5,0.1818,138.0,0.4202,131.11,prophetexchange,-134.0,1.7463,0.5726,-138.0,0.5798,1.25,7,5,8
Nic Claxton,Nets @ Hornets,Hornets,Nets,2.5,prophetexchange,105.0,2.05,0.4878,-105.0,0.5122,5.0,bet365,100.0,2.0,0.5,105.0,0.4878,-2.44,8,7,8
Nick Jr Smith,Nets @ Hornets,Hornets,Nets,3.5,bet365,120.0,2.2,0.4545,113.0,0.4695,3.29,prizepicks,-118.0,1.8475,0.5413,-113.0,0.5305,-1.99,8,8,8
Tari Eason,Pelicans @ Rockets,Rockets,Pelicans,1.5,draftkings,135.0,2.35,0.4255,167.0,0.3745,-11.99,betmgm,170.0,2.7,0.3704,-167.0,0.6255,68.89,8,8,8
Tj Mcconnell,Pacers @ Hawks,Hawks,Pacers,6.5,fanatics,110.0,2.1,0.4762,120.0,0.4545,-4.55,prophetexchange,250.0,3.5,0.2857,-120.0,0.5455,90.92,7,8,8
Bennedict Mathurin,Pacers @ Hawks,Hawks,Pacers,1.5,prizepicks,-118.0,1.8475,0.5413,-120.0,0.5455,0.78,prophetexchange,115.0,2.15,0.4651,120.0,0.4545,-2.28,6,7,7
Gary Payton Ii,Pistons @ Warriors,Warriors,Pistons,1.5,hardrockbet,220.0,3.2,0.3125,-107.0,0.5169,65.41,espnbet,-105.0,1.9524,0.5122,107.0,0.4831,-5.68,7,4,7
Isaiah Stewart,Pistons @ Warriors,Warriors,Pistons,1.5,hardrockbet,450.0,5.5,0.1818,100.0,0.5,175.0,bet365,-190.0,1.5263,0.6552,100.0,0.5,-23.69,7,4,7
Jose Alvarado,Pelicans @ Rockets,Rockets,Pelicans,3.5,fanduel,-125.0,1.8,0.5556,-241.0,0.7068,27.22,bet365,115.0,2.15,0.4651,241.0,0.2933,-36.94,7,7,7
Keon Johnson,Nets @ Hornets,Hornets,Nets,2.5,bovada,-111.0,1.9009,0.5261,100.0,0.5,-4.95,bet365,-115.0,1.8696,0.5349,100.0,0.5,-6.52,7,7,7
Moses Moody,Pistons @ Warriors,Warriors,Pistons,1.5,hardrockbet,400.0,5.0,0.2,149.0,0.4016,100.8,fanatics,-170.0,1.5882,0.6296,-149.0,0.5984,-4.96,7,4,7
Myles Turner,Pacers @ Hawks,Hawks,Pacers,1.5,prizepicks,-118.0,1.8475,0.5413,-112.0,0.5283,-2.4,bet365,145.0,2.45,0.4082,112.0,0.4717,15.57,7,6,7
Trendon Watford,Nets @ Hornets,Hornets,Nets,2.5,prophetexchange,104.0,2.04,0.4902,-104.0,0.5098,4.0,bet365,100.0,2.0,0.5,104.0,0.4902,-1.96,7,7,7
Aj Green,Magic @ Bucks,Bucks,Magic,1.5,hardrockbet,350.0,4.5,0.2222,145.0,0.4082,83.69,bet365,-165.0,1.6061,0.6226,-145.0,0.5918,-4.95,6,4,6
Brandin Podziemski,Pistons @ Warriors,Warriors,Pistons,3.5,prizepicks,-118.0,1.8475,0.5413,-133.0,0.5708,5.46,bet365,125.0,2.25,0.4444,133.0,0.4292,-3.43,6,6,6
Corey Kispert,Wizards @ Raptors,Raptors,Wizards,1.5,bet365,130.0,2.3,0.4348,135.0,0.4255,-2.14,prizepicks,-118.0,1.8475,0.5413,-135.0,0.5745,6.14,6,6,6
