player,game,home_team,away_team,line,over_bookmaker,over_odds,over_decimal_odds,over_implied_prob,over_fair_odds,over_fair_prob,over_ev,under_bookmaker,under_odds,under_decimal_odds,under_implied_prob,under_fair_odds,under_fair_prob,under_ev,bookmakers_over,bookmakers_under,total_bookmakers
Dennis Schroder,Pistons @ Warriors,Warriors,Pistons,12.5,fanatics,-115.0,1.8696,0.5349,116.0,0.463,-13.44,bovada,105.0,2.05,0.4878,-116.0,0.537,10.09,11,11,11
Dyson Daniels,Pacers @ Hawks,Hawks,Pacers,19.5,bet365,-115.0,1.8696,0.5349,100.0,0.5,-6.52,betparx,-103.0,1.9709,0.5074,100.0,0.5,-1.45,11,11,11
Jayson Tatum,Lakers @ Celtics,Celtics,Lakers,34.5,fanatics,-105.0,1.9524,0.5122,100.0,0.5,-2.38,draftkings,-115.0,1.8696,0.5349,100.0,0.5,-6.52,11,11,11
Matas Buzelis,Bulls @ Heat,Heat,Bulls,14.5,fanatics,-105.0,1.9524,0.5122,104.0,0.4902,-4.29,espnbet,105.0,2.05,0.4878,-104.0,0.5098,4.51,11,11,11
Zion Williamson,Pelicans @ Rockets,Rockets,Pelicans,28.5,fanduel,-104.0,1.9615,0.5098,105.0,0.4878,-4.32,bet365,-115.0,1.8696,0.5349,-105.0,0.5122,-4.24,11,10,11
Jalen Green,Pelicans @ Rockets,Rockets,Pelicans,26.5,betparx,-106.0,1.9434,0.5146,100.0,0.5,-2.83,fanduel,-104.0,1.9615,0.5098,100.0,0.5,-1.92,10,9,10
Jordan Poole,Wizards @ Raptors,Raptors,Wizards,24.5,fourwinds,-107.0,1.9346,0.5169,-103.0,0.5074,-1.84,espnbet,-105.0,1.9524,0.5122,103.0,0.4926,-3.82,10,9,10
Kelel Ware,Bulls @ Heat,Heat,Bulls,11.5,prizepicks,-118.0,1.8475,0.5413,-105.0,0.5122,-5.37,betmgm,-105.0,1.9524,0.5122,105.0,0.4878,-4.76,10,10,10
Kelly Olynyk,Pelicans @ Rockets,Rockets,Pelicans,12.5,betmgm,100.0,2.0,0.5,104.0,0.4902,-1.96,caesars,-113.0,1.885,0.5305,-104.0,0.5098,-3.9,10,9,10
Khris Middleton,Wizards @ Raptors,Raptors,Wizards,16.5,fanduel,-108.0,1.9259,0.5192,-102.0,0.5049,-2.76,betmgm,100.0,2.0,0.5,102.0,0.495,-1.0,10,9,10
Rj Barrett,Wizards @ Raptors,Raptors,Wizards,27.5,fanatics,-105.0,1.9524,0.5122,-108.0,0.5192,1.37,betparx,-105.0,1.9524,0.5122,108.0,0.4808,-6.13,10,9,10
Scottie Barnes,Wizards @ Raptors,Raptors,Wizards,27.5,betmgm,-105.0,1.9524,0.5122,105.0,0.4878,-4.76,fanduel,-112.0,1.8929,0.5283,-105.0,0.5122,-3.05,10,8,10
Tyler Herro,Bulls @ Heat,Heat,Bulls,32.5,hardrockbet,-110.0,1.9091,0.5238,104.0,0.4902,-6.42,fanduel,-112.0,1.8929,0.5283,-104.0,0.5098,-3.5,10,10,10
Wendell Carter Jr,Magic @ Bucks,Bucks,Magic,11.5,betmgm,100.0,2.0,0.5,104.0,0.4902,-1.96,bet365,-115.0,1.8696,0.5349,-104.0,0.5098,-4.69,10,10,10
Dangelo Russell,Nets @ Hornets,Hornets,Nets,16.5,fanatics,100.0,2.0,0.5,114.0,0.4673,-6.54,hardrockbet,100.0,2.0,0.5,-114.0,0.5327,6.54,9,9,9
Dillon Brooks,Pelicans @ Rockets,Rockets,Pelicans,15.5,hardrockbet,-105.0,1.9524,0.5122,-101.0,0.5025,-1.89,draftkings,-110.0,1.9091,0.5238,101.0,0.4975,-5.02,9,9,9
Duncan Robinson,Bulls @ Heat,Heat,Bulls,13.5,draftkings,-105.0,1.9524,0.5122,104.0,0.4902,-4.29,bet365,-115.0,1.8696,0.5349,-104.0,0.5098,-4.69,9,9,9
Jimmy Butler,Pistons @ Warriors,Warriors,Pistons,25.5,draftkings,-115.0,1.8696,0.5349,101.0,0.4975,-6.99,fanduel,-110.0,1.9091,0.5238,-101.0,0.5025,-4.07,8,8,9
Miles Bridges,Nets @ Hornets,Hornets,Nets,29.5,betmgm,-105.0,1.9524,0.5122,100.0,0.5,-2.38,espnbet,100.0,2.0,0.5,100.0,0.5,0.0,8,9,9
Taurean Prince,Magic @ Bucks,Bucks,Magic,10.5,espnbet,-110.0,1.9091,0.5238,100.0,0.5,-4.55,caesars,-113.0,1.885,0.5305,100.0,0.5,-5.75,9,9,9
Tobias Harris,Pistons @ Warriors,Warriors,Pistons,16.5,hardrockbet,-105.0,1.9524,0.5122,107.0,0.4831,-5.68,prizepicks,-118.0,1.8475,0.5413,-107.0,0.5169,-4.5,9,9,9
Aj Green,Magic @ Bucks,Bucks,Magic,8.5,fanatics,-105.0,1.9524,0.5122,111.0,0.4739,-7.48,draftkings,100.0,2.0,0.5,-111.0,0.5261,5.22,8,8,8
Alperen Sengun,Pelicans @ Rockets,Rockets,Pelicans,27.5,caesars,-109.0,1.9174,0.5215,101.0,0.4975,-4.61,betmgm,-105.0,1.9524,0.5122,-101.0,0.5025,-1.89,8,8,8
